"navn","kommune","fylke","kategori","iua","lenke_faktaark","longitude","latitude","uuid_original","nodhavnnummer","forvaltningsstatus"
"Bjerkvik","Narvik","Nordland","1","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Bjerkvik.pdf","17.535667280249744","68.53741157528556","25a71561-1e78-4683-98b6-fce51577c74a","-99","Vedtatt"
"Bogen","Evenes","Nordland","2","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Bogen i Evenes.pdf","17.031465966335507","68.489507758646781","39bbb6c5-929a-4ffe-aa33-7b6424dca7f2","-99","Vedtatt"
"Vikholmen","Alstahaug","Nordland","2","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Vikholmen.pdf","12.434751712708071","65.933528632890329","b3a0b8b1-21bd-4b1f-8c52-6ffe91bef4b4","-99","Vedtatt"
"Gleinskallen","Dønna","Nordland","2","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Gleinskallen.pdf","12.635113727625821","66.166943550503831","030d8d66-dd4e-4d0c-976e-377987103ae1","-99","Vedtatt"
"Nerdal","Rana","Nordland","1","Rana","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Nerdal.pdf","13.962711298628177","66.272262621516333","175a6dda-656a-466e-bd90-dac5023eec02","-99","Vedtatt"
"Utskarpen","Rana","Nordland","1","Rana","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Utskarpen.pdf","13.587388142961203","66.27991978417208","8bcc42b0-35bf-4f9f-b3c1-bae4a08c4bfb","-99","Vedtatt"
"Landegode NØ","Bodø","Nordland","1","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Landegode NO.pdf","14.432471839788148","67.431213840229404","c883fd4a-dd01-49c9-a0ad-90038c341507","-99","Vedtatt"
"Breivika","Bodø","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Breivika_Bodo.pdf","15.14037179331906","67.216475833447845","9d2949ad-6036-4fd5-8469-5410582b4267","-99","Vedtatt"
"Skjoldehavn","Andøy","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Skjoldehavn.pdf","15.501790994790021","68.865383657983813","295d074b-2eb1-4777-9a38-f0fbc4771495","-99","Vedtatt"
"Gisløy","Øksnes","Nordland","1","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Gisloy.pdf","15.298576231186697","68.929595993789476","0280fb69-ec0f-4cf5-960a-b8d9598bc3ec","-99","Vedtatt"
"Frengenbukta","Ørland","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3162402_Frengenbukta.pdf","9.923333333412183","63.729999999966402","e68e6b69-c225-4f7f-a324-d8ca93e2457e","3162402","Vedtatt"
"Høydalsvika","Øksnes","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Hoydalsvika.pdf","15.024994816539031","68.931150954450743","52f69751-ae22-489c-a7a3-3908be031cfc","-99","Vedtatt"
"Lekang","Hadsel","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Lekang.pdf","14.966406609378245","68.515295263796119","9603119f-c0a1-4c12-bd58-e3a059004b4b","-99","Vedtatt"
"Haugbukta","Vestvågøy","Nordland","3","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Haugbukta.pdf","13.499479068353958","68.143344942354219","1af4368f-1e74-441b-8e89-39900377b40c","-99","Vedtatt"
"Nappstraumen","Flakstad","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Nappstraumen.pdf","13.438941608801008","68.109691836619177","809966cf-f484-4264-bb14-2c39ea57e3cc","-99","Vedtatt"
"Skjelfjorden","Flakstad","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Skjelfjorden.pdf","13.244513848064868","68.020154235683279","8ad6fcbc-072c-4f53-95a1-f3c3b9141511","-99","Vedtatt"
"Kandstadfjorden","Lødingen","Nordland","1","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Kandstadfjorden.pdf","15.803172443104657","68.39243859136414","fb549916-219a-4dde-84f5-1bb6b6a9ad9c","-99","Vedtatt"
"Sjomen","Narvik","Nordland","1","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Sjomen N.pdf","17.164453421934351","68.405129925632863","8b21e3c9-c7c2-4c5f-bb09-7e229c50ca43","-99","Vedtatt"
"Skutvik","Hamarøy","Nordland","1","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Skutvik.pdf","15.346289825269055","67.997982559900393","e3bf0259-d5e8-44b2-9066-8251a002ae3d","-99","Vedtatt"
"Grøtøyleia","Steigen","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Grotoyleia.pdf","14.758344580825927","67.875081071100155","b99d5792-dc49-4781-9493-e113b95fee2d","-99","Vedtatt"
"Bårdsteinvika","Bodø","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Bardsteinvika.pdf","15.054949157415711","67.516456857784263","62f55fa2-9e31-4cbb-aafa-32b57f630305","-99","Vedtatt"
"Hammerfall","Sørfold","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Hammerfall.pdf","15.559271514106126","67.385880165204355","d233ede2-ea6a-48fd-8312-9e7003ad9332","-99","Vedtatt"
"Grønnholmen","Narvik","Nordland","2","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Gronnholmen.pdf","16.995813825286053","68.373680708838037","35d516e5-2e8f-446c-8865-5209ecea1b4a","0","Vedtatt"
"Landegode S","Bodø","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Landegode S.pdf","14.278851651039812","67.348471895938658","28e6eb81-604e-4383-b23d-2276ea7a5519","-99","Vedtatt"
"Hjartøysundet","Bodø","Nordland","3","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Hjartoysundet.pdf","14.333961758597226","67.289974371161932","b2b7faa3-9f57-4b5e-b0a9-9a78006febef","-99","Vedtatt"
"Fleina","Gildeskål","Nordland","1","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Fleina S.pdf","13.88763141453548","67.093930048297821","1694379c-3de7-4324-9bcd-3ad07c576650","-99","Vedtatt"
"Fugløya V","Gildeskål","Nordland","1","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Fugloya V.pdf","13.724171298239696","67.065614233954506","51a7208a-4e38-43c2-978d-d8ae67d12393","-99","Vedtatt"
"Teksmona","Meløy","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Teksmona N.pdf","13.586695646571322","66.897720716970397","a698a718-dfe4-4a78-a1d6-df96087a4e39","-99","Vedtatt"
"Renga","Rødøy","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Renga O.pdf","13.160912627917542","66.610784387284923","a960c440-596c-498b-9b4e-dbdc9571678c","-99","Vedtatt"
"Hellesvika","Leirfjord","Nordland","2","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Hellesvika.pdf","12.914673382872502","66.027456467244775","3e308e18-872b-4c2c-a59a-9e091fbbda03","-99","Vedtatt"
"Ylvingen V","Vega","Nordland","2","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Ylvingen V.pdf","12.065168205481616","65.625607399141543","439e6e0e-949c-45c6-b343-38e8b0b61617","-99","Vedtatt"
"Ormøya","Brønnøy","Nordland","3","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Ormoya NV.pdf","12.136999497579076","65.436418281751216","00fe47c0-4122-4b6b-9962-9353bd67ad8d","-99","Vedtatt"
"Bjørnstigodden","Sømna","Nordland","2","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Bjoernstigodden.pdf","12.251428569892106","65.311034915949946","332df793-86c8-48a9-b0cc-1ad89cfa32eb","-99","Vedtatt"
"Lødingen","Lødingen","Nordland","2","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Lodingen.pdf","16.012512839463319","68.422310053838061","acee38e3-56cf-4d99-addd-a723b828d705","-99","Vedtatt"
"Framnesodden","Narvik","Nordland","1","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Framnesodden.pdf","17.360558634481194","68.442004936243919","4a48de97-6e7e-43c6-a35a-592d0fb10fbc","-99","Vedtatt"
"Bognes","Hamarøy","Nordland","1","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Bognes.pdf","16.098618439806373","68.226320259318371","5041b937-4a25-442d-9a92-74e37a0d1055","-99","Vedtatt"
"Andfjorden","Andøy","Nordland","1","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Andfjorden.pdf","15.934320160742594","69.026363865282477","012c3b5e-0b0d-46eb-b8d1-8f0876568e62","-99","Vedtatt"
"Risøyhamn","Andøy","Nordland","3","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Risoyhamn.pdf","15.612679389563811","68.961962128704343","d6cd2763-165e-4dce-bc2c-4a5b83009e33","-99","Vedtatt"
"Gåsfjorden","Sortland","Nordland","1","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Gaasfjorden.pdf","15.35190430610932","68.786362604757457","c47493be-d955-4cf3-a819-d02301893b1a","-99","Vedtatt"
"Sortland","Sortland","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Sortland.pdf","15.405171764431987","68.662468656192758","dc210eab-c7c7-46a8-8113-58c3d74022ff","-99","Vedtatt"
"Lonkan","Hadsel","Nordland","3","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Lonkan.pdf","15.275285995150064","68.517308508492192","9130dc63-1bcb-40e2-92e8-799b22eae891","-99","Vedtatt"
"Falkfjorden","Hadsel","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Falkfjorden.pdf","14.974531761292541","68.454723337574649","9de3d3e2-ed60-4ef0-a969-5ac939bec7e3","-99","Vedtatt"
"Breivika","Hadsel","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Breivika.pdf","14.747692901016967","68.582321426663739","a1747bf4-4a92-4a44-9694-2dd1d23e83a6","-99","Vedtatt"
"Godfjorden","Sortland","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Godfjorden.pdf","15.860327986113299","68.766195857403787","a55c8296-799e-416a-9a4e-18d516f84d76","-99","Vedtatt"
"Digermulen","Vågan","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Digermulen.pdf","14.973518048051645","68.324497643869037","cd9926b6-1cb0-459d-9d94-82324f832f19","-99","Vedtatt"
"Leknes","Vestvågøy","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Leknes.pdf","13.595356847565032","68.113349325658135","3cfbf37f-eb07-44d0-89b1-d6718fd3bd37","-99","Vedtatt"
"Nusfjord","Flakstad","Nordland","1","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Nusfjord SO.pdf","13.419146392132348","68.02304058153301","de0e1c3d-6825-4bb6-a83e-e424dcadbf4e","-99","Vedtatt"
"Lofotodden","Moskenes","Nordland","1","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Lofotodden O.pdf","12.921930696356792","67.83884659954947","d8f23e08-93b6-4a77-ae8d-4f91b4eb9b61","-99","Vedtatt"
"Seivågen","Bodø","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Seivagen.pdf","14.543539223598351","67.242809551804896","fb44b11e-7dc5-47f5-a7fa-129536749252","-99","Vedtatt"
"Mårnesskagen","Gildeskål","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Marnesskagen.pdf","14.102731936652223","67.160172150368922","25b6ded8-a5dd-44c3-8df6-f583cd0d2336","-99","Vedtatt"
"Neverdalsbukta","Meløy","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Neverdalsbukta.pdf","13.746302914836141","66.839043248566298","0f1e21fa-3d67-45fc-a8b1-c8ffb96e0fd0","-99","Vedtatt"
"Grønøy V","Meløy","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Gronnoy V.pdf","13.385792782247156","66.787670484815294","273d45eb-a14f-4eba-a00b-35f9f0cbe154","-99","Vedtatt"
"Haugsfjorden","Alstahaug","Nordland","2","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Haugsfjorden.pdf","12.405410717846513","65.877188724373227","627685ce-18fd-4df0-b793-746312da6f07","-99","Vedtatt"
"Tilremfjorden","Brønnøy","Nordland","3","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Tilremfjorden.pdf","12.186881535813798","65.495405526121687","6e3f38eb-3a60-43ea-9215-cb1281d9ad06","-99","Vedtatt"
"Grønøy SØ","Meløy","Nordland","2","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Gronnoy SO.pdf","13.46271750932871","66.78225301001622","ab468e24-b631-47a7-8764-8ba301db6abf","-99","Vedtatt"
"Hokvika","Narvik","Nordland","1","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Hokvika.pdf","17.242383878327463","68.416211644850677","13881e61-94e7-4298-8f90-c481946c63c9","-99","Vedtatt"
"Sundsvågen","Dønna","Nordland","2","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Sundsvagen.pdf","12.761913912055213","66.178709452642522","6c1e85a2-7fde-44ad-83ad-672b884cf76c","-99","Vedtatt"
"Gimlingen Ø","Sømna","Nordland","3","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Gimlingen O.pdf","11.966358499917622","65.207883283735512","e8f1b451-7a92-47c2-8548-d4f52df420bb","-99","Vedtatt"
"Esvågneset","Rødøy","Nordland","1","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Esvaagneset.pdf","13.084938226420306","66.639396317255631","00b8f4da-7c6d-41b8-bd90-39e5af29b6b0","-99","Vedtatt"
"Selsøyvika","Hamarøy","Nordland","2","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Selsoyvika.pdf","15.521448878210839","68.159169404468187","3a6452e1-1ac4-4691-860b-c24bd355ff65","-99","Vedtatt"
"Sømnesøya","Sømna","Nordland","2","Helgeland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Somnesoya.pdf","12.110313975627994","65.373358200929985","2f9c99f4-bebd-42af-ac94-1b075777f86f","-99","Vedtatt"
"Sortlandssundet","Hadsel","Nordland","1","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Sortlandssundet S.pdf","15.114796375015052","68.568698366094381","2c5c3e39-cc80-4b3a-94ff-a0075297478a","-99","Vedtatt"
"Kongselv","Hadsel","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Kongselv.pdf","15.176419670611288","68.441609330599221","785d7b61-fb36-4258-acbf-025a2bb68458","-99","Vedtatt"
"Smines","Øksnes","Nordland","2","Lofoten og Vesterålen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Smines.pdf","15.008160731343247","68.864334299865689","ba892134-5cce-4248-a164-dc231f5ae1d0","-99","Vedtatt"
"Valsneset / Valsfjorden","Ørland","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3162701_Valsneset_Valsfjorden.pdf","9.638333332988982","63.816666666540563","f47e7885-2777-4700-976e-954022f8c354","3162701","Vedtatt"
"Bøvika","Steigen","Nordland","1","Salten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Bovika.pdf","15.038668397256636","67.977407080498452","a21d05be-09a6-4317-8d66-7c92fbd4cf4e","-99","Vedtatt"
"Vikertangen","Hvaler","Østfold","2","Østfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Vikertangen.pdf","10.956084364978841","59.032667412625742","2580fc37-2af9-43d0-923a-31f9616a026c","1011101","Vedtatt"
"Ormesanden","Oslo","Oslo","2","Indre Oslofjord","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Ormoeysanden.pdf","10.748472617650123","59.879341171916963","000ce46a-894d-424e-8236-455fac0ca994","1030101","Vedtatt"
"Herandsvågen","Ullensvang","Vestland","2","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge176.pdf","6.362101663999972","60.343076307415231","e7809835-f38e-4b49-9d2f-d6b315abc7c3","176","Vedtatt"
"Ågotnes","Øygarden","Vestland","1","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge186.pdf","5.00663858855255","60.414780755155462","e32c68fb-d1bc-42bc-ad2f-a371530e5487","186","Vedtatt"
"Vettås","Alver","Vestland","2","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge189.pdf","5.180776720723906","60.587253060385734","7d0f6764-ea5d-454a-a67a-03d62eb1918e","189","Vedtatt"
"Nessefjorden","Solund","Vestland","2","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge196.pdf","4.902257880497446","61.091053050487169","3856bc96-ee29-47ad-960e-14c2a5500f67","196","Vedtatt"
"Åfjorden","Hyllestad","Vestland","1","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge207.pdf","5.258374300131244","61.177177735524971","0fa5020e-a02b-45fb-89ab-1711f0bab5fe","207","Vedtatt"
"Hårvika","Tjeldsund","Troms","2","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Harvika.pdf","16.421792587095489","68.560070433926739","a671620e-6b2c-4416-971b-8eaa90401779","-99","Vedtatt"
"Gallonjargrunnen","Hamarøy","Nordland","3","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Gallonjargrunnen.pdf","16.33041255796881","68.04806718214482","08a13c42-1c38-4127-9e3c-e008e04ca8b4","-99","Vedtatt"
"Tømmervika","Hamarøy","Nordland","3","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Tommervika.pdf","16.268256827804581","67.98813265601548","ce3cfb38-5d53-40b7-8de7-38b97ad3fc15","-99","Vedtatt"
"Hellemobotn","Hamarøy","Nordland","3","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Hellemobotn.pdf","16.491943808339325","67.817910474898127","29bf3753-46b4-4c2b-bec8-07c3df5c8157","-99","Vedtatt"
"Storvika","Narvik","Nordland","2","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Storvika_Ballangen.pdf","16.271003902795737","68.351522789311275","17161b45-b3bb-4b2d-b542-b1c812a1df6c","-99","Vedtatt"
"Breivika","Tjeldsund","Troms","2","Ofoten","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Breivika_Ramsundet.pdf","16.4781695954869","68.457201284558437","58517ef1-2a9c-4071-a866-5cbdeba3a5ea","-99","Vedtatt"
"Sandøysund","Færder","Vestfold","3","Vestfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Sandoeysund.pdf","10.461196347034084","59.088994328379961","f2c55e2d-abc5-4437-8b80-30690b54007d","1072302","Vedtatt"
"Mågerøyflaket","Færder","Vestfold","2","Vestfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Maageroeyflaket.pdf","10.453943746032257","59.152650567290266","eb167312-d24b-44f2-ba32-f79c1752a1f5","1072303","Vedtatt"
"Husøyflaket","Færder","Vestfold","2","Vestfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Husoeyflaket.pdf","10.48403866476046","59.237523404997042","f29648e2-3405-47e4-b6ef-833cc752d85d","1072201","Vedtatt"
"Fossingfjorden/Bakerovnbukta","Bamble","Telemark","3","Telemark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Fossingfjorden - Bakerovnbukta.pdf","9.530316470184488","58.929539016034305","9a9503a5-e6db-41f2-9a53-b5db3daea293","1081402","Vedtatt"
"Helgerofjorden","Larvik","Vestfold","2","Vestfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Helgerofjorden.pdf","9.82993517685661","58.985344216027592","746ca5a5-4820-4c47-b9e4-44504f6fa7fe","1070903","Vedtatt"
"Mørjefjorden/Svartebukt","Larvik","Vestfold","2","Vestfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Moerjefjorden - Svartebukt.pdf","9.841046405011443","59.017749501275787","5029274a-c6d5-4768-8ad2-4412acd0f9d2","1070904","Vedtatt"
"Frierflaket","Porsgrunn","Telemark","2","Telemark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Frierflaket.pdf","9.623961059828041","59.109133450760787","f82ab305-2a3f-4735-b181-e623d923d6c5","1080503","Vedtatt"
